EP ID,SMILES,Binding energy (eV),Formation energy in solvent (eV/atom),Formation energy in vaccum (eV/atom),LUMO_sol (eV),HOMO_sol (eV),LUMO_cls (eV),HOMO_cls (eV),LUMO change (eV),HOMO change (eV),Dielectric constant of solvents,Dielectric constant of electrolytes,Viscosity of solvents (mPa s),Viscosity of electrolytes (mPa s),Diffusivity of Li (m^2/s),Diffusivity of FSI (m^2/s),Diffusivity of solvens (m^2/s),Transference number of Li,Similarity of solvents
ep-961031,FC(F)OC(F)(F)C(F)(OC(F)(F)F)C(F)(F)C(F)F,-0.342885157,-1.969437037,-1.956211811,4.092047324,-10.87040208,2.244666736,-12.48322058,-1.847380588,-1.612818493,5.0491,6.6558,0.79830795,1.3100031,1.23E-10,1.26E-10,8.07E-10,0.494755433,0.127163908
ep-961033,FC(F)C(F)(F)C(OC(F)(F)F)C(F)(F)OC(F)(F)F,-0.411724506,-1.991843506,-1.980504771,4.603893382,-10.81080916,2.088745529,-11.53544821,-2.515147853,-0.724639049,4.2732,4.6261,0.82011271,1.00113839,1.80E-10,1.75E-10,1.11E-09,0.507379925,0.078026695
ep-961052,COC(C)C(C)OC(F)F,-1.515167734,-0.533121246,-0.524434137,5.21315618,-8.027901328,3.252848365,-11.56891821,-1.960307815,-3.541016879,1.3677,1.3776,0.14019135,0.13018036,1.13E-10,1.07E-10,1.17E-09,0.514696791,0.0964949
ep-961054,COC(C)C(OC)C(F)(F)F,-1.873321197,-0.660649403,-0.653711119,5.419690555,-8.188992697,0.152383728,-11.29353904,-5.267306827,-3.104546344,1.3288,1.3244,0.12864823,0.16332298,1.80E-10,1.89E-10,1.20E-09,0.487586686,0.453669606
ep-961107,COC(CF)C(C)OC(F)(F)F,-1.999084032,-0.825052442,-0.81733344,4.84580255,-8.368315691,1.237301449,-12.6059439,-3.608501102,-4.237628207,1.3309,1.335,0.14141298,0.12738905,1.24E-10,1.18E-10,8.65E-10,0.512051769,0.460358671
ep-961273,COC(F)(C(C)OC(F)(F)F)C(F)(F)F,-0.736641989,-1.276791666,-1.263925136,4.585933871,-9.587929743,1.249002342,-10.50821861,-3.336931529,-0.920288872,5.6208,1.1925,0.86031467,0.14768713,1.43E-10,1.43E-10,1.66E-09,0.500023448,0.391202654
ep-961295,CC(OC(F)F)C(OC(F)F)C(F)(F)F,-1.850466359,-1.276574098,-1.269980657,4.694507278,-9.495138937,0.167077873,-13.75644105,-4.527429404,-4.261302108,1.2754,1.2933,0.19812016,0.19469772,1.12E-10,1.11E-10,6.36E-10,0.502069579,0.654267521
ep-961342,CC(OC(F)(F)F)C(CF)OC(F)(F)F,-1.527222376,-1.287134959,-1.280025862,4.597090537,-10.01269938,0.848178715,-14.01331647,-3.748911823,-4.000617088,1.3105,1.3151,0.17029461,0.18839607,1.75E-10,1.74E-10,8.69E-10,0.50047708,0.462503417
ep-961489,COC(F)(C(F)(F)F)C(F)(OC(F)(F)F)C(F)F,-1.464467491,-1.663712021,-1.660948582,4.276268367,-9.805620783,1.093353248,-13.69494333,-3.182915119,-3.889322543,1.1998,1.2137,0.19694543,0.21392094,1.44E-10,1.41E-10,9.42E-10,0.505721019,0.115348558
ep-961523,CC(F)(OC(F)(F)F)C(F)(OC(F)(F)F)C(F)F,-1.586643866,-1.695346364,-1.69243017,4.267288612,-10.5710769,0.466403053,-15.03945761,-3.800885558,-4.46838071,1.1308,1.1801,0.22482721,0.20043521,1.11E-10,1.11E-10,1.15E-09,0.500647008,0.569407227
ep-961552,FCOC(F)(C(F)(F)F)C(F)(OC(F)(F)F)C(F)(F)F,-0.66397672,-1.958388969,-1.95013316,4.307561454,-10.28753432,1.797583763,-11.62116406,-2.509977691,-1.333629734,4.2372,1.2218,0.78474576,0.20241888,1.79E-10,1.73E-10,8.67E-10,0.507917189,0.085000818
ep-961572,COC(C)(C)C(F)(F)OC,-1.71577547,-0.528825683,-0.522000326,5.521461116,-8.24504814,0.160002914,-10.97843126,-5.361458201,-2.733383121,1.2815,1.3107,0.14838745,0.16521822,1.42E-10,1.32E-10,1.41E-09,0.517924789,0.088137568
ep-961575,COC(C)(C)COC(F)F,-2.171299413,-0.532719878,-0.524256645,5.321185359,-8.287770007,2.613653049,-12.34226563,-2.70753231,-4.05449562,1.3276,1.3343,0.14529721,0.15127218,1.43E-10,1.44E-10,1.05E-09,0.499474012,1.557592923
ep-961636,COC(F)C(C)(C)OC(F)(F)F,-1.957986684,-0.841635429,-0.835453374,4.731786868,-8.92750955,0.537968983,-13.7792986,-4.193817886,-4.851789054,1.1715,1.1911,0.19812031,0.16938444,1.40E-10,1.44E-10,9.79E-10,0.493641742,0.182354469
ep-961687,COC(C)(C)C(F)(F)OC(F)(F)F,-1.855315427,-0.979802864,-0.974324594,4.913286773,-8.440425848,1.314309654,-13.1501715,-3.598977119,-4.70974565,1.2282,1.2284,0.18464723,0.13390957,1.96E-10,1.84E-10,1.01E-09,0.515965502,1.118593294
ep-961783,COC(C)(C(F)(F)F)C(F)(F)OC(F)F,-0.95966646,-1.270798607,-1.256275151,4.580763709,-8.859208987,1.835951809,-11.06958938,-2.744811901,-2.210380397,4.0016,4.5199,0.95643681,1.69447781,1.71E-10,1.69E-10,7.97E-10,0.503302762,0.092202529
ep-961905,CC(CF)(OC(F)(F)F)C(F)(F)OC(F)F,-1.461542268,-1.419574398,-1.413440706,4.229464793,-10.15038897,0.216602585,-13.02690395,-4.012862209,-2.87651498,1.3308,1.3206,0.18319493,0.20734491,1.05E-10,1.01E-10,5.38E-10,0.509672918,0.209125308
ep-961913,COC(COC(F)(F)F)(C(F)(F)F)C(F)(F)F,-0.847367815,-1.554114927,-1.542665492,4.94675677,-9.146833273,4.023746761,-11.12945442,-0.92301001,-1.982621147,5.8729,6.5537,1.03931518,1.70362617,1.22E-10,1.20E-10,8.27E-10,0.504558103,0.649654264
ep-962033,FC(F)OC(F)(F)C(OC(F)(F)F)(C(F)F)C(F)(F)F,-0.377185102,-1.978242887,-1.96436162,4.293139423,-10.5650904,2.908624408,-11.55177504,-1.384515014,-0.986684639,10.9959,12.6771,1.2034709,2.1088329,1.58E-10,1.61E-10,5.89E-10,0.49625139,0.165666237
ep-962166,COCCOC(F)(F)C(C)(F)F,-2.498625103,-0.817558799,-0.809315607,4.824033446,-8.06817417,0.418511024,-12.65710129,-4.405522422,-4.588927123,1.308,1.3094,0.14078004,0.17548794,1.24E-10,1.25E-10,6.91E-10,0.498259205,1.907065221
ep-962307,FCCCOC(F)COC(F)(F)F,-1.838030758,-0.974414392,-0.963555938,4.932606853,-8.950639223,1.902347576,-13.07234695,-3.030259277,-4.121707729,1.3556,1.3537,0.13354315,0.16094412,1.00E-10,9.95E-11,3.50E-10,0.502430581,0.164767756
ep-962365,CCCOC(F)(F)C(F)(F)OCF,-1.398384655,-0.973657915,-0.96511614,4.542667777,-9.398810652,0.367625744,-12.52403764,-4.175042033,-3.125226993,1.3231,1.3696,0.1950611,0.16427571,1.07E-10,1.09E-10,1.28E-09,0.494617763,0.144410242
ep-962402,COCCOC(F)(F)C(F)(F)C(F)F,-2.262745977,-1.083913154,-1.07668779,5.011791968,-8.241782774,0.309937618,-12.66853007,-4.70185435,-4.426747298,1.3158,1.3142,0.12434574,0.17515692,2.15E-10,2.14E-10,7.45E-10,0.500268562,1.627721263
ep-963343,COC(F)(F)COC(C)C,-2.168368748,-0.533996092,-0.524761292,5.105399116,-8.343825449,2.42181282,-12.56621528,-2.683586296,-4.222389835,1.2683,1.2669,0.10039228,0.14404118,1.85E-10,1.82E-10,1.50E-09,0.50456046,0.525049262
ep-963584,CC(OC(F)C(F)(F)OCF)C(F)F,-2.283777653,-1.112141868,-1.102859696,5.054785949,-9.264114321,0.025578697,-13.35616165,-5.029207252,-4.092047324,1.3115,1.3125,0.12399198,0.15311171,1.03E-10,1.06E-10,5.22E-10,0.492610903,2.122149037
ep-964171,COCCOCC(F)(F)CC(F)F,-1.813875216,-0.692257177,-0.681547322,4.984852702,-8.143549693,0.166533646,-10.36154928,-4.818319057,-2.217999584,1.3904,1.4037,0.13773811,0.13198668,1.36E-10,1.45E-10,4.78E-10,0.483133433,1.113430931
ep-964307,CCC(F)COCC(F)(F)OCF,-2.383289669,-0.712055633,-0.701144523,5.186216914,-8.566414538,0.454974274,-12.91343249,-4.731242641,-4.347017955,1.3613,1.3546,0.12786769,0.15111065,1.05E-10,1.08E-10,4.04E-10,0.493266347,2.394635368
ep-964330,CCCCOCC(F)(F)OC(F)F,-2.085967247,-0.717460249,-0.708276081,4.705663943,-8.48205926,1.980444236,-12.91696997,-2.725219707,-4.434910712,1.2745,1.3026,0.14067466,0.16320404,1.06E-10,1.06E-10,1.35E-09,0.500835293,1.140747553
ep-964784,FC(F)CCCOCC(F)(F)OC(F)F,-2.399458671,-0.976495141,-0.96675042,5.160366103,-8.947645972,0.47402224,-12.47995521,-4.686343864,-3.532309238,1.406,1.4015,0.16208322,0.1661969,1.36E-10,1.34E-10,5.58E-10,0.503657546,1.316626956
ep-964974,CC(F)(F)CCOCC(F)(F)OC(F)F,-2.357550425,-0.985364092,-0.97607946,4.751106948,-8.565053969,0.123539665,-12.77683137,-4.627567283,-4.211777396,1.3302,1.3397,0.16211344,0.16421228,1.36E-10,1.34E-10,4.08E-10,0.504149449,2.531289597
ep-964976,COCC(F)OC(F)(F)C(F)(F)C(C)F,-2.305271922,-0.950959656,-0.942314274,4.488789245,-8.287770007,0.724639049,-12.56539894,-3.764150195,-4.277628936,1.3388,1.3331,0.17538056,0.15796396,1.00E-10,9.68E-11,4.81E-10,0.508690645,1.377596209
ep-965082,CCCC(F)(F)OC(F)(F)C(F)OCF,-1.805989358,-0.980269251,-0.972653003,4.349194865,-9.686707052,0.005986504,-14.1716867,-4.343208362,-4.484979652,1.2059,1.2224,0.12292544,0.20072294,1.06E-10,1.07E-10,7.47E-10,0.498245501,2.47155956
ep-965502,FCCCCOC(F)(F)C(F)(F)OC(F)F,-2.017424502,-1.10305335,-1.094295096,4.717092723,-9.612964213,0.393476555,-12.96595046,-4.323616168,-3.352986244,1.3508,1.341,0.17324594,0.10993846,1.12E-10,1.11E-10,4.13E-10,0.502175977,0.816246863
ep-965668,CCCC(F)(F)OC(F)(F)COC(F)(F)F,-1.521257641,-1.128647939,-1.121559048,4.887708076,-10.18113783,0.937432041,-14.48080798,-3.950276035,-4.299670154,1.1504,1.1656,0.17206305,0.16802283,1.49E-10,1.49E-10,7.58E-10,0.499953588,0.210602329
ep-965674,CCCC(F)OC(F)C(F)(F)OC(F)(F)F,-1.62763781,-1.111419326,-1.104893384,4.785393287,-9.74385095,0.758925388,-14.40543246,-4.026467899,-4.661581508,1.0968,1.1329,0.17569357,0.17821018,1.54E-10,1.55E-10,1.05E-09,0.498344837,0.43597608
ep-965684,COCC(F)(F)OCC(F)C(F)(F)C(F)(F)F,-2.427206116,-1.203685645,-1.198095883,4.87301393,-8.85730419,0.10313113,-12.98390997,-4.7698828,-4.126605777,1.2271,1.2385,0.15306893,0.15208621,1.16E-10,1.10E-10,3.31E-10,0.513382899,1.917609997
ep-966162,COC(F)(F)COC(F)(F)C(F)(F)C(C)(F)F,-1.733786682,-1.22214062,-1.215620012,4.545388915,-9.334863909,0.968453014,-13.751543,-3.576935901,-4.416679088,1.2697,1.2847,0.16050984,0.18184355,1.23E-10,1.24E-10,5.24E-10,0.498426629,0.236079988
ep-966645,COC(F)(F)COC(F)(F)C(F)(F)C(F)(F)CF,-1.915425365,-1.334558708,-1.327814204,4.575321433,-9.368878134,0.19047966,-13.25030938,-4.384841773,-3.881431243,1.3254,1.3224,0.25538143,0.18763526,1.05E-10,1.09E-10,3.58E-10,0.491524488,1.124474944
ep-966781,FCCCC(F)(F)OC(F)C(F)(F)OC(F)(F)F,-1.508615234,-1.368910027,-1.36233935,4.65532289,-10.21760108,1.112673328,-13.14364077,-3.542649562,-2.926039691,1.2065,1.3229,0.23154292,0.19975423,1.48E-10,1.50E-10,6.51E-10,0.496380658,0.421213823
ep-967280,FCCC(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)F,-1.032742621,-1.474560971,-1.468111874,4.483346969,-10.63856112,0.124900234,-12.92241225,-4.358446735,-2.283851123,1.2619,1.2764,0.18050447,0.17301856,1.03E-10,9.62E-11,6.83E-10,0.516952404,0.327281957
ep-967577,FCC(F)(F)C(F)(F)C(F)(F)OC(F)COC(F)(F)F,-1.776799711,-1.591387737,-1.585014288,4.343752589,-10.05895873,0.058776581,-14.00324826,-4.284976009,-3.944289531,1.2954,1.3016,0.21636748,0.20035286,1.16E-10,1.19E-10,4.21E-10,0.492961919,1.114489974
ep-973583,CC(C)(C)OCCOC(F)(F)F,-1.076335251,-0.60933862,-0.591345803,4.998730506,-7.764495169,4.537497615,-9.266563345,-0.461232891,-1.502068176,17.3468,14.5764,1.15457862,1.876594,1.16E-10,1.16E-10,5.68E-10,0.500361318,0.800223024
ep-973683,CC(C)(C)OCC(F)(F)OC(F)(F)F,-0.93140472,-0.859587176,-0.84443403,4.892606124,-8.193618632,3.050939926,-9.55337129,-1.841666198,-1.359752659,23.2473,17.2212,1.08995814,2.01825434,1.21E-10,1.26E-10,7.62E-10,0.48914395,0.825334878
ep-974239,FC(F)C(OCC(F)(F)OC(F)(F)F)(C(F)(F)F)C(F)(F)F,-0.543422143,-1.860629619,-1.845422376,4.652057525,-9.991746622,2.303987545,-11.56646918,-2.34806998,-1.574722561,8.4689,8.358,1.29392911,2.43385833,1.48E-10,1.48E-10,4.22E-10,0.50044748,0.416629808
ep-974260,FC(F)OC(F)(F)C(F)(F)OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F,-0.702603274,-2.097427154,-2.092440723,4.496680545,-10.7169299,1.124102108,-13.25411897,-3.372578437,-2.537189071,2.5075,3.6617,1.03799094,1.59365401,1.14E-10,1.15E-10,7.53E-10,0.499520878,0.214516188
ep-974345,CCOCC(F)(F)OC(C)(F)F,-1.085151738,-0.851714524,-0.831548541,5.145944072,-8.28015082,2.018268055,-10.40889708,-3.127676017,-2.128746257,4.7601,5.8073,0.84922454,1.99638678,1.07E-10,1.09E-10,6.26E-10,0.495448162,0.19993897
ep-974355,CCOC(F)(F)C(F)(F)OCC,-0.805848692,-0.852527773,-0.832852585,4.899681083,-9.264930662,4.229736907,-10.86387135,-0.669944176,-1.598940689,8.2775,13.8533,1.08093274,2.11773653,1.21E-10,1.17E-10,5.40E-10,0.507119484,0.416877561
ep-974436,CC(F)OCCOC(F)(F)C(F)(F)F,-0.873964218,-1.137565337,-1.116193148,4.603077041,-8.710090624,4.137762443,-10.32726294,-0.465314598,-1.617172313,9.9252,10.5545,1.06416477,2.35442756,1.24E-10,1.18E-10,4.30E-10,0.510679947,0.287055632
ep-974509,CCOC(F)(F)C(F)OC(F)(F)CF,-0.830766153,-1.135495293,-1.108080199,4.836006454,-9.296223749,3.296658687,-10.85734062,-1.539347767,-1.561116871,8.889,10.9997,1.11836212,2.54345485,1.17E-10,1.21E-10,4.97E-10,0.490222735,0.828294504
ep-974539,CCOCC(F)(F)OC(F)(F)C(F)(F)F,-0.902196025,-1.257932942,-1.242508666,4.775869304,-8.351988863,3.940479938,-10.2377375,-0.835389366,-1.885748634,6.8023,10.5388,0.72547472,1.38599843,1.82E-10,1.90E-10,1.02E-09,0.489996821,0.820800874
ep-974652,CCOC(F)(F)C(F)OC(F)(F)C(F)(F)F,-0.633690454,-1.419946947,-1.403513994,4.633553786,-9.317176512,4.193273658,-10.85598005,-0.440280128,-1.538803539,8.5114,7.2859,0.74769945,1.15483805,1.21E-10,1.22E-10,9.81E-10,0.496797908,0.342160367
ep-974666,CCOC(F)(F)C(F)(F)OC(F)C(F)(F)F,-0.446936032,-1.415779895,-1.397687419,4.646887363,-9.540854056,2.595149311,-10.16426677,-2.051738052,-0.623412716,11.6236,14.0081,0.65232797,1.21305883,1.12E-10,1.09E-10,1.42E-09,0.507970418,0.225417752
ep-974745,CC(F)(F)OC(F)C(F)(F)OC(F)(F)CF,-0.563057875,-1.440687213,-1.415598321,4.919001163,-9.998821581,2.684130523,-10.614343,-2.234870639,-0.615521416,11.3965,13.1777,1.4095965,1.99611888,1.09E-10,1.09E-10,4.09E-10,0.500694576,0.923951355
ep-974754,CCOC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,-0.499141064,-1.554637633,-1.543433842,4.708385081,-9.542758852,2.059629352,-11.27802855,-2.648755729,-1.735269703,6.1067,6.6617,0.65822625,0.92568551,3.14E-10,3.14E-10,1.99E-09,0.499485169,0.336728303
ep-974755,CC(F)OC(F)C(F)(F)OC(F)(F)C(F)(F)F,-0.729741183,-1.565380315,-1.550918209,4.72335134,-9.610243075,1.309139492,-11.18523775,-3.414211849,-1.574994674,4.1077,5.3804,1.2090638,1.45350927,1.01E-10,9.80E-11,6.71E-10,0.508723616,0.445108702
ep-974832,CC(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,-0.631714908,-1.700725559,-1.688976427,4.554096557,-10.03936654,1.990784561,-11.53844146,-2.563311996,-1.499074924,5.1057,5.8126,0.85496302,1.08832583,2.09E-10,2.09E-10,1.09E-09,0.499151414,1.165314746
ep-974840,CC(F)(F)OC(F)(F)C(F)OC(F)(F)C(F)(F)F,-0.440310061,-1.723247676,-1.705854904,4.63736338,-10.28372473,2.278136734,-11.08129028,-2.359226646,-0.797565548,8.4775,9.109,0.73743945,1.65681331,2.01E-10,1.90E-10,8.31E-10,0.514065833,0.730892066
ep-974845,FC(OCC(F)(F)F)C(F)OC(F)(F)C(F)(F)F,-0.812235203,-1.709061765,-1.687026608,4.666479556,-9.526432024,2.92304644,-11.38170391,-1.743433117,-1.855271888,5.9091,7.198,1.07798604,1.94626559,1.07E-10,1.04E-10,5.08E-10,0.507542997,0.902996352
ep-974850,FC(F)(F)COC(F)(F)COC(F)(F)C(F)(F)F,-0.616430276,-1.711938379,-1.692382673,4.532599567,-10.02467239,2.169563327,-11.20891165,-2.363036239,-1.184239258,4.726,5.4295,1.04746018,2.32875553,1.24E-10,1.31E-10,6.34E-10,0.487222324,0.358307144
ep-974853,FC(F)(F)C(F)(F)OCCOC(F)(F)C(F)(F)F,-0.527127969,-1.705384889,-1.687731259,4.668384353,-9.767524851,1.957314563,-10.69733771,-2.711069789,-0.929812855,11.04,10.7217,0.79210724,1.14747701,3.04E-10,3.04E-10,8.92E-10,0.499456237,0.4643181
ep-974864,FC(OC(F)C(F)(F)OCC(F)(F)F)C(F)(F)F,-0.666267918,-1.718924282,-1.694749321,4.782400035,-9.995011988,2.349158435,-11.09489597,-2.4332416,-1.09988398,6.7165,7.9299,1.5353052,2.48583013,1.06E-10,9.49E-11,4.57E-10,0.528307026,1.034008118
ep-974887,FC(F)COC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,-0.611417939,-1.83931341,-1.821876357,4.641445087,-9.947664187,2.572835979,-11.67558682,-2.068609108,-1.72792263,6.3779,7.0122,0.8728103,1.06568151,1.21E-10,1.22E-10,9.27E-10,0.497457383,0.297006711
ep-974888,FCC(F)(F)OC(F)C(F)(F)OC(F)(F)C(F)(F)F,-0.66129912,-1.844005146,-1.828816867,4.649336387,-10.33869172,2.320586486,-11.90606721,-2.3287499,-1.567375488,4.6723,5.1097,1.49719785,1.98925614,1.26E-10,1.31E-10,5.58E-10,0.48975448,0.408409913
ep-974895,FC(OC(F)(F)C(F)(F)F)C(F)(F)OCC(F)(F)F,-0.505255462,-1.850587455,-1.835342651,4.544844688,-10.0464415,2.407662902,-11.29598807,-2.137181785,-1.24954657,5.2332,5.1118,0.80870292,1.15715901,1.61E-10,1.61E-10,1.05E-09,0.4999224,0.121566981
ep-974913,FC(F)(F)COC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,-0.521740116,-1.990162584,-1.978540851,4.60090013,-10.22168278,2.404125423,-12.10851987,-2.196774707,-1.886837089,5.0939,6.7106,0.44359047,0.8119585,2.02E-10,2.07E-10,1.24E-09,0.493279561,0.209891465
ep-974917,FC(F)C(F)(F)OC(F)(F)C(F)OC(F)(F)C(F)(F)F,-0.315630239,-1.98315553,-1.967616843,4.605253951,-10.70196364,2.558958175,-11.56919032,-2.046295776,-0.867226681,11.9628,12.6991,0.72122966,1.22427475,1.14E-10,1.09E-10,1.01E-09,0.511737894,0.35486311
ep-974920,FC(OC(F)(F)C(F)(F)OC(F)(F)C(F)F)C(F)(F)F,-0.268402168,-1.983928581,-1.96559949,4.623485576,-10.69026275,3.17012577,-12.06334898,-1.453359806,-1.373086235,11.7409,11.694,0.91921714,1.39190714,1.52E-10,1.64E-10,1.05E-09,0.481394286,0.451526941
ep-974921,FC(OC(F)(F)C(F)(F)OC(F)C(F)(F)F)C(F)(F)F,-0.474446737,-1.98407812,-1.972866537,4.148374881,-10.77597859,1.745882141,-11.783616,-2.40249274,-1.007637401,3.2515,3.7973,0.82677464,0.84407296,1.54E-10,1.59E-10,1.37E-09,0.490684008,0.184359058
ep-974923,FC(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,-0.646093401,-2.098431516,-2.092325406,4.616682731,-11.02605118,0.922465782,-12.7953351,-3.694216949,-1.769283928,2.4223,2.8048,0.49599652,0.81212741,2.91E-10,2.84E-10,1.63E-09,0.506274987,0.188321692
ep-974925,FC(OC(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F,-0.397114716,-2.122523358,-2.114408059,4.531783225,-10.79693136,1.508871021,-12.15287442,-3.022912204,-1.355943065,4.1873,6.8101,0.47780085,0.71106124,1.46E-10,1.39E-10,1.53E-09,0.511861967,0.318948065
